Year,Date submitted,Political subdivision,Resident rate,Non-Resident Rate,Code,Code type
2024,11/20/2023,City of Port Isabel,1900,1900,A0433,CPT
2024,11/20/2023,City of Port Isabel,2000,2000,A0434,CPT
2024,11/20/2023,City of Port Isabel,23,23,A0425,CPT
2024,11/20/2023,City of Port Isabel,300,300,A0382,BLS Disposables
2024,11/20/2023,City of Port Isabel,375,375,A0384,ALS and BLS defibrillation disposables
2024,11/20/2023,City of Port Isabel,375,375,A0394,IV Drug Therapy disposable supplies
2024,11/20/2023,City of Port Isabel,375,375,A0396,Endotracheal intubation disposables
2024,11/20/2023,City of Port Isabel,400,400,A0398,ALS Disposables
2024,11/20/2023,Goliad County,150,150,A0422,Oxygen
2024,11/20/2023,Goliad County,1500,1500,A0428,CPT
2024,11/20/2023,Goliad County,1600,1600,A0429,CPT
2024,11/20/2023,Goliad County,1720,1720,A0426,CPT
2024,11/20/2023,Goliad County,1720,1720,A0427,CPT
2024,11/20/2023,Goliad County,1720,1720,A0433,CPT
2024,11/20/2023,Goliad County,18,18,A0425,CPT
2024,11/20/2023,Goliad County,200,200,A0382,BLS disposables
2024,11/20/2023,Goliad County,400,400,A0398,ALS disposables
2024,11/20/2023,Martin County Hospital District - EMS,1100,1100,A0429,CPT
2024,11/20/2023,Martin County Hospital District - EMS,1142,1142,A0432,CPT
2024,11/20/2023,Martin County Hospital District - EMS,125,125,A0422,Oxygen
2024,11/20/2023,Martin County Hospital District - EMS,1300,1300,A0427,CPT
2024,11/20/2023,Martin County Hospital District - EMS,175,175,A0998,TNT - TX No Transport
2024,11/20/2023,Martin County Hospital District - EMS,1795,1795,A0433,CPT
2024,11/20/2023,Martin County Hospital District - EMS,200,200,A0382,Unlisted Supplies
2024,11/20/2023,Martin County Hospital District - EMS,2121,2121,A0434,CPT
2024,11/20/2023,Martin County Hospital District - EMS,25,25,A0425,CPT
2024,11/20/2023,Martin County Hospital District - EMS,400,400,A0398,Unlisted Supplies
2024,11/20/2023,Martin County Hospital District - EMS,653,653,A0428,CPT
2024,11/20/2023,Martin County Hospital District - EMS,68,68,A0420,Ambulance Waiting Time
2024,11/20/2023,Martin County Hospital District - EMS,783,783,A0426,CPT
2024,11/20/2023,Preston EMS,142.8,142.8,A0422,Oxygen
2024,11/20/2023,Preston EMS,1650,1650,A0428,CPT
2024,11/20/2023,Preston EMS,1650,1650,A0429,CPT
2024,11/20/2023,Preston EMS,1750,1750,A0426,CPT
2024,11/20/2023,Preston EMS,1750,1750,A0427,CPT
2024,11/20/2023,Preston EMS,1800,1800,A0433,CPT
2024,11/20/2023,Preston EMS,1955,1955,A0434,CPT
2024,11/20/2023,Preston EMS,210,210,A0998,Treatment No Transport
2024,11/20/2023,Preston EMS,23,23,A0425,CPT
2024,11/20/2023,Preston EMS,350,350,A0382,BLS Disposables
2024,11/20/2023,Preston EMS,450,450,A0398,ALS Disposables
2024,11/20/2023,Town of Prosper,1050,1050,A0428,CPT
2024,11/20/2023,Town of Prosper,1050,1050,A0429,CPT
2024,11/20/2023,Town of Prosper,130,130,A0422,Oxygen
2024,11/20/2023,Town of Prosper,1350,1350,A0426,CPT
2024,11/20/2023,Town of Prosper,145,145,A0392,Defibrillation ALS Disposables
2024,11/20/2023,Town of Prosper,145,145,A0394,IV Drug Therapy disposables
2024,11/20/2023,Town of Prosper,145,145,A0396,Endotracheal Intubation disposables
2024,11/20/2023,Town of Prosper,1450,1450,A0433,CPT
2024,11/20/2023,Town of Prosper,24,24,A0425,CPT
2024,11/20/2023,Town of Prosper,250,250,A0382,BLS Disposables
2024,11/20/2023,Town of Prosper,400,400,A0398,ALS Disposables
2024,11/27/2023,City of Blue Mound,1.5,1.5,A0420,Wait Time
2024,11/27/2023,City of Blue Mound,100,100,A0382,BLS Supplies
2024,11/27/2023,City of Blue Mound,1011,1011,A0426,CPT
2024,11/27/2023,City of Blue Mound,1011,1011,A0428,CPT
2024,11/27/2023,City of Blue Mound,116,116,A0422,Oxygen
2024,11/27/2023,City of Blue Mound,156,156,A0398,ALS Supplies
2024,11/27/2023,City of Blue Mound,1685,1685,A0429,CPT
2024,11/27/2023,City of Blue Mound,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,City of Blue Mound,1785,1785,A0427,CPT
2024,11/27/2023,City of Blue Mound,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,City of Blue Mound,1785,1785,A0433,CPT
2024,11/27/2023,City of Blue Mound,2640,2640,A0434,CPT
2024,11/27/2023,City of Blue Mound,27,27,A0425,CPT
2024,11/27/2023,City of Blue Mound,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/27/2023,City of Brownsville,1150,1150,A0426,CPT
2024,11/27/2023,City of Brownsville,1199,1199,A0427,CPT
2024,11/27/2023,City of Brownsville,1400,1400,A0433,CPT
2024,11/27/2023,City of Brownsville,200,200,A0998,NO TRANSPORT WITH TREATMENT
2024,11/27/2023,City of Brownsville,2000,2000,A0434,CPT
2024,11/27/2023,City of Brownsville,25,25,A0425,CPT
2024,11/27/2023,City of Brownsville,850,850,A0428,CPT
2024,11/27/2023,City of Brownsville,850,850,A0429,CPT
2024,11/27/2023,City of Cedar Hill,1400,1400,A0429,CPT
2024,11/27/2023,City of Cedar Hill,150,150,A0422,HCPCS
2024,11/27/2023,City of Cedar Hill,1600,1600,A0427,CPT
2024,11/27/2023,City of Cedar Hill,1800,1800,A0433,CPT
2024,11/27/2023,City of Cedar Hill,24,24,A0425,CPT
2024,11/27/2023,City of Cedar Hill,350,350,A0382,HCPCS
2024,11/27/2023,City of Cedar Hill,400,400,A0398,HCPCS
2024,11/27/2023,City of Forest Hill,1.5,1.5,A0420,Waiting Time
2024,11/27/2023,City of Forest Hill,100,100,A0382,BLS Disposable Supplies
2024,11/27/2023,City of Forest Hill,1011,1011,A0426,CPT
2024,11/27/2023,City of Forest Hill,1011,1011,A0428,CPT
2024,11/27/2023,City of Forest Hill,116,116,A0422,Oxygen
2024,11/27/2023,City of Forest Hill,156,156,A0398,ALS Disposable Supplies
2024,11/27/2023,City of Forest Hill,1685,1685,A0429,CPT
2024,11/27/2023,City of Forest Hill,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,City of Forest Hill,1785,1785,A0427,CPT
2024,11/27/2023,City of Forest Hill,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,City of Forest Hill,1785,1785,A0433,CPT
2024,11/27/2023,City of Forest Hill,2640,2640,A0434,CPT
2024,11/27/2023,City of Forest Hill,27,27,A0425,CPT
2024,11/27/2023,City of Forest Hill,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/27/2023,City of Fort Worth,1.5,1.5,A0420,Waiting Time
2024,11/27/2023,City of Fort Worth,100,100,A0382,BLS Disposable Supplies
2024,11/27/2023,City of Fort Worth,1011,1011,A0426,CPT
2024,11/27/2023,City of Fort Worth,1011,1011,A0428,CPT
2024,11/27/2023,City of Fort Worth,116,116,A0422,Oxygen
2024,11/27/2023,City of Fort Worth,156,156,A0398,ALS Disposable Supplies
2024,11/27/2023,City of Fort Worth,1685,1685,A0429,CPT
2024,11/27/2023,City of Fort Worth,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,City of Fort Worth,1785,1785,A0427,CPT
2024,11/27/2023,City of Fort Worth,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,City of Fort Worth,1785,1785,A0433,CPT
2024,11/27/2023,City of Fort Worth,2640,2640,A0434,CPT
2024,11/27/2023,City of Fort Worth,27,27,A0425,CPT
2024,11/27/2023,City of Fort Worth,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/27/2023,City of Haltom City,1.5,1.5,A0420,Wait Time
2024,11/27/2023,City of Haltom City,100,100,A0382,BLS Disposable Supplies
2024,11/27/2023,City of Haltom City,1011,1011,A0426,CPT
2024,11/27/2023,City of Haltom City,1011,1011,A0428,CPT
2024,11/27/2023,City of Haltom City,116,116,A0422,Oxygen
2024,11/27/2023,City of Haltom City,156,156,A0398,ALS Disposable Supplies
2024,11/27/2023,City of Haltom City,1685,1685,A0429,CPT
2024,11/27/2023,City of Haltom City,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,City of Haltom City,1785,1785,A0427,CPT
2024,11/27/2023,City of Haltom City,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,City of Haltom City,1785,1785,A0433,CPT
2024,11/27/2023,City of Haltom City,2640,2640,A0434,CPT
2024,11/27/2023,City of Haltom City,27,27,A0425,CPT
2024,11/27/2023,City of Haltom City,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/27/2023,City of Haslet,1.5,1.5,A0420,Wait Time
2024,11/27/2023,City of Haslet,100,100,A0382,BLS Disposable Supplies
2024,11/27/2023,City of Haslet,1011,1011,A0426,CPT
2024,11/27/2023,City of Haslet,1011,1011,A0428,CPT
2024,11/27/2023,City of Haslet,116,116,A0422,Oxygen
2024,11/27/2023,City of Haslet,156,156,A0398,ALS Disposable Supplies
2024,11/27/2023,City of Haslet,1685,1685,A0429,CPT
2024,11/27/2023,City of Haslet,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,City of Haslet,1785,1785,A0427,CPT
2024,11/27/2023,City of Haslet,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,City of Haslet,1785,1785,A0433,CPT
2024,11/27/2023,City of Haslet,2640,2640,A0434,CPT
2024,11/27/2023,City of Haslet,27,27,A0425,CPT
2024,11/27/2023,City of Haslet,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/27/2023,City of Mathis EMS Department,1311,1511,A0428,CPT
2024,11/27/2023,City of Mathis EMS Department,1311,1511,A0429,CPT
2024,11/27/2023,City of Mathis EMS Department,150,150,A0998,"Treamtnet, no transport"
2024,11/27/2023,City of Mathis EMS Department,1713,1913,A0426,CPT
2024,11/27/2023,City of Mathis EMS Department,1713,1913,A0427,CPT
2024,11/27/2023,City of Mathis EMS Department,195,195,A0422,Oxygen
2024,11/27/2023,City of Mathis EMS Department,1989,2189,A0434,CPT
2024,11/27/2023,City of Mathis EMS Department,2013,2213,A0433,CPT
2024,11/27/2023,City of Mathis EMS Department,24,24,A0425,CPT
2024,11/27/2023,City of Mathis EMS Department,292.5,292.5,A0382,Basic life support disposables
2024,11/27/2023,City of Mathis EMS Department,487.5,487.5,A0398,Advanced life support disposables
2024,11/27/2023,City of River Oaks,1.5,1.5,A0420,Wait Time
2024,11/27/2023,City of River Oaks,100,100,A0382,BLS Disposable Supplies
2024,11/27/2023,City of River Oaks,1011,1011,A0426,CPT
2024,11/27/2023,City of River Oaks,1011,1011,A0428,CPT
2024,11/27/2023,City of River Oaks,116,116,A0422,Oxygen
2024,11/27/2023,City of River Oaks,156,156,A0398,ALS Disposable Supplies
2024,11/27/2023,City of River Oaks,1685,1685,A0429,CPT
2024,11/27/2023,City of River Oaks,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,City of River Oaks,1785,1785,A0427,CPT
2024,11/27/2023,City of River Oaks,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,City of River Oaks,1785,1785,A0433,CPT
2024,11/27/2023,City of River Oaks,2640,2640,A0434,CPT
2024,11/27/2023,City of River Oaks,27,27,A0425,CPT
2024,11/27/2023,City of River Oaks,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/27/2023,City of Sansom Park,1.5,1.5,A0420,Wait Time
2024,11/27/2023,City of Sansom Park,100,100,A0382,BLS Disposable Supplies
2024,11/27/2023,City of Sansom Park,1011,1011,A0426,CPT
2024,11/27/2023,City of Sansom Park,1011,1011,A0428,CPT
2024,11/27/2023,City of Sansom Park,116,116,A0422,Oxygen
2024,11/27/2023,City of Sansom Park,156,156,A0398,ALS Disposable Supplies
2024,11/27/2023,City of Sansom Park,1685,1685,A0429,CPT
2024,11/27/2023,City of Sansom Park,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,City of Sansom Park,1785,1785,A0427,CPT
2024,11/27/2023,City of Sansom Park,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,City of Sansom Park,1785,1785,A0433,CPT
2024,11/27/2023,City of Sansom Park,2640,2640,A0434,CPT
2024,11/27/2023,City of Sansom Park,27,27,A0425,CPT
2024,11/27/2023,City of Sansom Park,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/27/2023,City of White Settlement,1.5,1.5,A0420,Wait Time
2024,11/27/2023,City of White Settlement,100,100,A0382,BLS Disposable Supplies
2024,11/27/2023,City of White Settlement,1011,1011,A0426,CPT
2024,11/27/2023,City of White Settlement,1011,1011,A0428,CPT
2024,11/27/2023,City of White Settlement,116,116,A0422,Oxygen
2024,11/27/2023,City of White Settlement,156,156,A0398,ALS Disposable Supplies
2024,11/27/2023,City of White Settlement,1685,1685,A0429,CPT
2024,11/27/2023,City of White Settlement,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,City of White Settlement,1785,1785,A0427,CPT
2024,11/27/2023,City of White Settlement,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,City of White Settlement,1785,1785,A0433,CPT
2024,11/27/2023,City of White Settlement,2640,2640,A0434,CPT
2024,11/27/2023,City of White Settlement,27,27,A0425,CPT
2024,11/27/2023,City of White Settlement,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/27/2023,Town of Edgeclliff Village,1.5,1.5,A0420,Waiting Time
2024,11/27/2023,Town of Edgeclliff Village,100,100,A0382,BLS Supplies
2024,11/27/2023,Town of Edgeclliff Village,1011,1011,A0426,CPT
2024,11/27/2023,Town of Edgeclliff Village,1011,1011,A0428,CPT
2024,11/27/2023,Town of Edgeclliff Village,116,116,A0422,Oxygen
2024,11/27/2023,Town of Edgeclliff Village,156,156,A0398,ALS Supplies
2024,11/27/2023,Town of Edgeclliff Village,1685,1685,A0429,CPT
2024,11/27/2023,Town of Edgeclliff Village,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,Town of Edgeclliff Village,1785,1785,A0427,CPT
2024,11/27/2023,Town of Edgeclliff Village,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,Town of Edgeclliff Village,1785,1785,A0433,CPT
2024,11/27/2023,Town of Edgeclliff Village,27,27,A0425,CPT
2024,11/27/2023,Town of Edgeclliff Village,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/27/2023,Town of Westover Hills,1.5,1.5,A0420,Wait Time
2024,11/27/2023,Town of Westover Hills,100,100,A0382,BLS Disposable Supplies
2024,11/27/2023,Town of Westover Hills,1011,1011,A0426,CPT
2024,11/27/2023,Town of Westover Hills,1011,1011,A0428,CPT
2024,11/27/2023,Town of Westover Hills,116,116,A0422,Oxygen
2024,11/27/2023,Town of Westover Hills,156,156,A0398,ALS Disposable Supplies
2024,11/27/2023,Town of Westover Hills,1685,1685,A0429,CPT
2024,11/27/2023,Town of Westover Hills,1685,1685,A0429W,ET3 Treatment in Place - BLS
2024,11/27/2023,Town of Westover Hills,1785,1785,A0427,CPT
2024,11/27/2023,Town of Westover Hills,1785,1785,A0427W,ET3 Treatment in Place - ALS
2024,11/27/2023,Town of Westover Hills,1785,1785,A0433,CPT
2024,11/27/2023,Town of Westover Hills,2640,2640,A0434,CPT
2024,11/27/2023,Town of Westover Hills,27,27,A0425,CPT
2024,11/27/2023,Town of Westover Hills,500,500,A0998,"Ambulance Response, Treatment, No Transport"
2024,11/28/2023,City of Borger,1300,1300,A0428,CPT
2024,11/28/2023,City of Borger,1400,1400,A0429,CPT
2024,11/28/2023,City of Borger,150,150,A0422,OXYGEN
2024,11/28/2023,City of Borger,1500,1500,A0426,CPT
2024,11/28/2023,City of Borger,1600,1600,A0427,CPT
2024,11/28/2023,City of Borger,1800,1800,A0433,CPT
2024,11/28/2023,City of Borger,2000,2000,A0434,CPT
2024,11/28/2023,City of Borger,24,24,A0425,CPT
2024,11/28/2023,City of Borger,350,350,A0382,BLS Disp
2024,11/28/2023,City of Borger,400,400,A0398,ALS Disp
2024,11/28/2023,City of Borger,50,50,A0998,TNT
2024,11/28/2023,City of Lewisville,1045,1045,A0427,CPT
2024,11/28/2023,City of Lewisville,1045,1394,A0429,CPT
2024,11/28/2023,City of Lewisville,1045,1394,A0433,CPT
2024,11/28/2023,City of Lewisville,15,15,A0425,CPT
2024,11/28/2023,City of Lewisville,175,175,AO998,"Treat, No Transport"
2024,11/28/2023,City of Lewisville,50,50,A0424,Extra Attendant
2024,11/28/2023,City of Lewisville,50,50,AO422,Oxygen
2024,11/28/2023,Fort Bend County,125,125,A0394,HCPC
2024,11/28/2023,Fort Bend County,175,175,A0420,HCPC
2024,11/28/2023,Fort Bend County,175,175,A0422,HCPC
2024,11/28/2023,Fort Bend County,1800,1800,A0428,CPT
2024,11/28/2023,Fort Bend County,1800,1800,A0429,CPT
2024,11/28/2023,Fort Bend County,1800,1800,A0998,HCPC
2024,11/28/2023,Fort Bend County,1800,1800,g2022,HCPC
2024,11/28/2023,Fort Bend County,2300,2300,A0426,CPT
2024,11/28/2023,Fort Bend County,2300,2300,A0427,CPT
2024,11/28/2023,Fort Bend County,235,235,A0398,HCPC
2024,11/28/2023,Fort Bend County,250,250,A0424,HCPC
2024,11/28/2023,Fort Bend County,265,265,A0392,HCPC
2024,11/28/2023,Fort Bend County,2800,2800,A0433,CPT
2024,11/28/2023,Fort Bend County,35,35,A0425,CPT
2024,11/28/2023,Fort Bend County,35,35,A0888,HCPC
2024,11/28/2023,Fort Bend County,5500,5500,A0434,CPT
2024,11/28/2023,Jackson County Hospital District EMS,1100,1100,A0428,CPT
2024,11/28/2023,Jackson County Hospital District EMS,1100,1100,A0429,CPT
2024,11/28/2023,Jackson County Hospital District EMS,1300,1300,A0426,CPT
2024,11/28/2023,Jackson County Hospital District EMS,1300,1300,A0427,CPT
2024,11/28/2023,Jackson County Hospital District EMS,135,135,A0422,Oxygen
2024,11/28/2023,Jackson County Hospital District EMS,150,150,A0998,"TNT/Treatment, No Transport"
2024,11/28/2023,Jackson County Hospital District EMS,1500,1500,A0433,CPT
2024,11/28/2023,Jackson County Hospital District EMS,1800,1800,A0434,CPT
2024,11/28/2023,Jackson County Hospital District EMS,23,23,A0425,CPT
2024,11/28/2023,Jackson County Hospital District EMS,350,350,A0382,BLS Disposable
2024,11/28/2023,Jackson County Hospital District EMS,400,400,A0398,ALS Disposable
2024,11/29/2023,City of Crowley,125,125,A0422,Oxygen
2024,11/29/2023,City of Crowley,1400,1400,A0428,CPT
2024,11/29/2023,City of Crowley,1400,1400,A0429,CPT
2024,11/29/2023,City of Crowley,1700,1700,A0426,CPT
2024,11/29/2023,City of Crowley,175,175,A0998,"Treatment, no transport"
2024,11/29/2023,City of Crowley,1800,1800,A0427,CPT
2024,11/29/2023,City of Crowley,1800,1800,A0433,CPT
2024,11/29/2023,City of Crowley,23,23,A0425,CPT
2024,11/29/2023,City of Crowley,350,350,A0382,Basic life support disposables
2024,11/29/2023,City of Crowley,450,450,A0398,Advance life support disposable
2024,11/29/2023,City of Dickinson Emergency Medical Services,150,150,A0422,Oxygen
2024,11/29/2023,City of Dickinson Emergency Medical Services,1500,1500,A0428,CPT
2024,11/29/2023,City of Dickinson Emergency Medical Services,1500,1500,A0429,CPT
2024,11/29/2023,City of Dickinson Emergency Medical Services,1600,1600,A0426,CPT
2024,11/29/2023,City of Dickinson Emergency Medical Services,1600,1600,A0427,CPT
2024,11/29/2023,City of Dickinson Emergency Medical Services,1700,1700,A0433,CPT
2024,11/29/2023,City of Dickinson Emergency Medical Services,200,200,A0998,"Treatment, no transport"
2024,11/29/2023,City of Dickinson Emergency Medical Services,24,24,A0425,CPT
2024,11/29/2023,City of Dickinson Emergency Medical Services,250,250,A0382,Basic life support disposables
2024,11/29/2023,City of Dickinson Emergency Medical Services,400,400,A0398,Advance life support disposables
2024,11/29/2023,City of Marshall,1200,1200,A0428,CPT
2024,11/29/2023,City of Marshall,1200,1200,A0429,CPT
2024,11/29/2023,City of Marshall,125,125,A0422,Oxygen
2024,11/29/2023,City of Marshall,1400,1400,A0426,CPT
2024,11/29/2023,City of Marshall,1400,1400,A0427,CPT
2024,11/29/2023,City of Marshall,1400,1400,A0434,CPT
2024,11/29/2023,City of Marshall,150,200,A0998,Treat-no-Transport (TNT)
2024,11/29/2023,City of Marshall,1600,1600,A0433,CPT
2024,11/29/2023,City of Marshall,24,24,A0425,CPT
2024,11/29/2023,City of Marshall,300,300,A0382,BLS Disposables
2024,11/29/2023,City of Marshall,400,400,A0398,ALS Disposables
2024,11/29/2023,City of Palmview,125,125,A0422,Oxygen
2024,11/29/2023,City of Palmview,1275,1425,A0428,CPT
2024,11/29/2023,City of Palmview,1275,1425,A0429,CPT
2024,11/29/2023,City of Palmview,1575,1725,A0427,CPT
2024,11/29/2023,City of Palmview,1575,1875,A0433,CPT
2024,11/29/2023,City of Palmview,175,175,A0998,Treatment no transport
2024,11/29/2023,City of Palmview,200,200,A0382,Basic life support disposables
2024,11/29/2023,City of Palmview,24,24,A0425,CPT
2024,11/29/2023,City of Palmview,400,400,A0398,Advance life support disposables
2024,11/29/2023,Parker County Hospital District,110,110,A0422,Oxygen
2024,11/29/2023,Parker County Hospital District,1350,1350,A0428,CPT
2024,11/29/2023,Parker County Hospital District,1400,1400,A0429,CPT
2024,11/29/2023,Parker County Hospital District,1500,1500,A0426,CPT
2024,11/29/2023,Parker County Hospital District,1600,1600,A0427,CPT
2024,11/29/2023,Parker County Hospital District,17.5,17.5,A0425,CPT
2024,11/29/2023,Parker County Hospital District,175,175,A0998,"Treatment, no transport"
2024,11/29/2023,Parker County Hospital District,1750,1750,A0433,CPT
2024,11/29/2023,Parker County Hospital District,2250,2250,A0434,CPT
2024,11/29/2023,Parker County Hospital District,250,250,A0382,Basic life support disposables
2024,11/29/2023,Parker County Hospital District,400,400,A0398,Advance life support disposables
2024,11/30/2023,"Danbury Emergency Medical Services, Inc.",119,119,A0422,Oxygen
2024,11/30/2023,"Danbury Emergency Medical Services, Inc.",15,15,A0425,CPT
2024,11/30/2023,"Danbury Emergency Medical Services, Inc.",1654,1654,A0427,CPT
2024,11/30/2023,"Danbury Emergency Medical Services, Inc.",1654,1654,A0429,CPT
